transcription,GENE,LOF,DMIS,MIS,SYN
NM_018704,CTTNBP2NL,2.2930957393004083e-06,2.1698702651422696e-06,1.6073113075127922e-05,6.220137712744861e-06
NM_145232,CTU1,7.897529941972672e-07,7.468506589217013e-07,5.5322271031237125e-06,2.6723909970469035e-06
NM_001012759,CTU2,2.338888755633012e-06,2.3792154341879302e-06,1.7623818031021706e-05,8.41201425557393e-06
NM_206833,CTXN1,2.3223230677348466e-07,6.121160520016694e-07,4.534192977790144e-06,2.9464562708650418e-06
NM_001048252,CTXN3,3.1851851992760637e-07,3.1162605980085874e-07,2.3083411837100647e-06,8.955709546432736e-07
NM_001081,CUBN,1.5644709410393562e-05,1.3703571448731331e-05,0.00010150793665726911,4.59938749388997e-05
NM_017949,CUEDC1,1.7632864706894242e-06,2.0292416542215284e-06,1.5031419660900208e-05,7.416517059021929e-06
NM_024040,CUEDC2,1.312284533284575e-06,1.1615389255946416e-06,8.603992041441789e-06,3.7905305394288594e-06
NM_003592,CUL1,4.456496264548086e-06,2.9671108282595112e-06,2.197859872784823e-05,9.967815711512945e-06
NM_001198779,CUL2,4.1681235746478795e-06,2.732963103351089e-06,2.024417113593399e-05,7.968929780742455e-06
NM_003590,CUL3,3.452763924382909e-06,2.9643792763138043e-06,2.195836500973188e-05,7.76783514384352e-06
NM_001008895,CUL4A,3.049597676707457e-06,2.6529787325208323e-06,1.9651694314969127e-05,8.875646565663145e-06
NM_003588,CUL4B,4.020924921847295e-06,2.867700344474744e-06,2.124222477388699e-05,8.685603503487761e-06
NM_003478,CUL5,4.178050476769804e-06,2.583650522764029e-06,1.913815202047429e-05,7.343447595588672e-06
NM_001168370,CUL7,7.273298576095735e-06,7.528938827071637e-06,5.576991723756768e-05,2.376293061927623e-05
NM_015089,CUL9,1.0815776458148698e-05,1.118751855174427e-05,8.28705077906983e-05,3.457004938868723e-05
NM_015921,CUTA,7.470659470167914e-07,7.711409541911082e-07,5.712155216230431e-06,3.139062769137661e-06
NM_015960,CUTC,1.2770940198896944e-06,9.91137181358022e-07,7.341756898948311e-06,2.342070694793826e-06
NM_001202543,CUX1,6.422322188590091e-06,6.792564460355793e-06,5.03152922989318e-05,2.5509385679684213e-05
NM_015267,CUX2,5.685408731221933e-06,6.812927517107638e-06,5.0466129756352867e-05,2.5739493699421936e-05
NM_022034,CUZD1,2.3687485983269837e-06,2.0409565941371028e-06,1.5118196993608166e-05,6.1503523930697625e-06
NM_020943,CWC22,3.759317276986668e-06,2.813414804894408e-06,2.08401096658845e-05,7.641876239634684e-06
NM_017748,CWC25,1.5506081553777605e-06,1.7062150503121924e-06,1.2638630002312535e-05,4.3721997995745535e-06
NM_005869,CWC27,2.1640650350404527e-06,1.5639892675083834e-06,1.1585105685247283e-05,4.205329212180422e-06
NM_018294,CWF19L1,2.473750157121758e-06,1.8328788865877722e-06,1.3576880641390904e-05,5.177260290506427e-06
NM_152434,CWF19L2,2.573763884841948e-06,2.1633847724899143e-06,1.6025072388814178e-05,5.896577351462566e-06
NM_025087,CWH43,2.9032345116975926e-06,2.2669073390801284e-06,1.6791906215408357e-05,6.828101998468726e-06
NM_002996,CX3CL1,1.5159435724780834e-06,1.9598993482812194e-06,1.4517772950231254e-05,7.615527662740405e-06
NM_001171171,CX3CR1,9.910473607339303e-07,1.3865443596354791e-06,1.0270698960262808e-05,4.931738039549354e-06
NM_001338,CXADR,1.5864618829022557e-06,1.364375048511772e-06,1.010648184082794e-05,4.201457743989054e-06
NM_001511,CXCL1,3.585311190486183e-07,5.411700687968585e-07,4.008667176273026e-06,1.9629082484691725e-06
NM_001565,CXCL10,3.95616741650713e-07,3.434264720725228e-07,2.5438997931297984e-06,7.791121911130935e-07
NM_005409,CXCL11,5.016313134693659e-07,3.226515594504382e-07,2.390011551484727e-06,7.55788013680452e-07
NM_000609,CXCL12,4.5746151038781233e-07,4.2445706673493706e-07,3.144126420258793e-06,1.673400906839314e-06
NM_006419,CXCL13,5.317627507476437e-07,3.7821066267468066e-07,2.8015604642568934e-06,8.999119108700523e-07
NM_004887,CXCL14,5.4146562384928e-07,4.2720248324279603e-07,3.164462838835526e-06,1.4298813444813751e-06
NM_022059,CXCL16,9.535947599741367e-07,1.2411771409853741e-06,9.193904748039808e-06,4.293386634704299e-06
NM_198477,CXCL17,5.743826827706039e-07,3.7079491397615405e-07,2.7466289924159557e-06,1.2359474334445094e-06
NM_002089,CXCL2,4.218075520264252e-07,3.098373492632707e-07,2.295091476024227e-06,1.2308354609940135e-06
NM_002090,CXCL3,3.9488092561221495e-07,3.1969347217296177e-07,2.3680997938737905e-06,1.265318914213856e-06
NM_002994,CXCL5,4.5035763109812924e-07,5.71786330339891e-07,4.235454298814007e-06,2.2413000457823303e-06
NM_002993,CXCL6,4.2333072627296405e-07,6.816065708715598e-07,5.048937562011554e-06,2.912057861529698e-06
NM_002416,CXCL9,5.999070454099958e-07,4.3105607339507966e-07,3.193007951074664e-06,1.0365732567670052e-06
NM_000634,CXCR1,1.0646941123886123e-06,1.513330442381674e-06,1.120985512875314e-05,4.353113592296377e-06
NM_001557,CXCR2,1.0875818221661609e-06,1.528740490368003e-06,1.1324003632355578e-05,4.690293284059374e-06
NM_001142797,CXCR3,1.2004174303534913e-06,1.8316132159048145e-06,1.3567505302998626e-05,6.596293937452819e-06
NM_001008540,CXCR4,1.0949084077943795e-06,1.3077772209667314e-06,9.687238673827639e-06,4.3661635529768405e-06
NM_001716,CXCR5,1.1625449063176633e-06,1.9197017840504884e-06,1.4220013215188803e-05,6.619116119411212e-06
NM_006564,CXCR6,1.094316308806153e-06,1.123915779111477e-06,8.325302067492422e-06,3.431626397964683e-06
NM_020311,CXCR7,1.1048957860643611e-06,1.8023277459092003e-06,1.3350575895623706e-05,6.948643007488283e-06
NM_004709,CXorf1,3.6557952959544257e-07,3.3661523539320707e-07,2.49344618809783e-06,1.0846759228761502e-06
NM_025159,CXorf21,9.497611271858062e-07,9.224307423484185e-07,6.832820313691988e-06,2.6958765435574443e-06
NM_152632,CXorf22,3.937204296147687e-06,3.5361751550240086e-06,2.6193890037214876e-05,1.0094853018985725e-05
NM_198279,CXorf23,3.1189120452223846e-06,2.3352520849403893e-06,1.7298163592151032e-05,6.27480161997852e-06
NM_016500,CXorf26,9.616340590768602e-07,7.276688239039443e-07,5.390139436325513e-06,2.13648574758037e-06
NM_012274,CXorf27,4.5896711728757405e-07,5.440436786276689e-07,4.029953175019769e-06,1.5034881171689867e-06
NM_176819,CXorf36,1.3511894382003056e-06,1.61002925890536e-06,1.192614265855822e-05,5.746454865976736e-06
NM_144970,CXorf38,1.6173816944784485e-06,1.259603238317971e-06,9.330394357910895e-06,4.166774522219094e-06
NM_001171909,CXorf40A,6.030318707447452e-07,6.433299473289302e-07,4.765407017251334e-06,1.99940143743109e-06
NM_001013845,CXorf40B,5.93334908500499e-07,6.849104121503526e-07,5.0734104603729815e-06,2.1389468841695127e-06
NM_001169154,CXorf41,8.483340950081534e-07,6.339189996067846e-07,4.69569629338359e-06,1.6707058757733135e-06
NM_017863,CXorf48,9.345231430155319e-07,8.778771973877005e-07,6.502794054723707e-06,2.9080374827353116e-06
NM_001170569,CXorf56,9.192164565922971e-07,7.130726321894967e-07,5.282019497699975e-06,1.7745980501517208e-06
NM_018015,CXorf57,4.068261169391784e-06,3.1881134572889166e-06,2.361565523917716e-05,9.640509790107468e-06
NM_152761,CXorf58,1.7842292929785447e-06,1.4159038690462304e-06,1.0488176807749855e-05,3.5489509744230367e-06
NM_173695,CXorf59,2.189766138017657e-06,1.5471547980344125e-06,1.1460405911366018e-05,4.155277190204325e-06
NM_001017978,CXorf61,4.3875829003791535e-07,4.453831356149667e-07,3.299134337888642e-06,1.2436552283881383e-06
NM_001025265,CXorf65,1.0648550547395078e-06,8.056265467126717e-07,5.967604049723494e-06,2.3157944032250753e-06
NM_001013403,CXorf66,1.1352971991680777e-06,1.124951420656327e-06,8.332973486343163e-06,3.864559515814264e-06
NM_001101654,CXXC1,3.0164851741119715e-06,3.892546134153356e-06,2.883367506780263e-05,9.745407417663072e-06
NM_173821,CXXC11,1.6551531063156148e-06,2.7991989624213193e-06,2.0734807129046807e-05,1.1399872655699762e-05
NM_025212,CXXC4,1.0937406316992478e-06,9.188270421320202e-07,6.806126238014964e-06,3.7333611171608126e-06
NM_016463,CXXC5,9.67152412809297e-07,1.7544208036433142e-06,1.2995709656617142e-05,6.517784543191387e-06
NM_001017916,CYB561,1.011646939181138e-06,1.313511164403728e-06,9.729712328916502e-06,5.641570244329841e-06
NM_001134404,CYB561D1,3.4833679220545246e-07,1.5347363113259634e-07,1.1368417120933062e-06,4.5404615260484646e-07
NM_007022,CYB561D2,1.0070723683930773e-06,8.898847585798337e-07,6.591738952443212e-06,3.13617291651299e-06
NM_001914,CYB5A,4.3356044772294517e-07,3.6143796509574126e-07,2.6773182599684535e-06,1.50072113897163e-06
NM_030579,CYB5B,7.455962934312003e-07,6.488342523800383e-07,4.806179647259542e-06,2.254758329676346e-06
NM_144607,CYB5D1,9.795433213692723e-07,1.2736021058861058e-06,9.434089673230413e-06,4.491588901059318e-06
NM_144611,CYB5D2,1.0332592700226786e-06,1.5053371113177746e-06,1.1150645269020552e-05,5.626003525795439e-06
NM_016243,CYB5R1,1.5501205430272527e-06,1.2738953973735817e-06,9.436262202767271e-06,3.847689338937888e-06
NM_016229,CYB5R2,1.1396496460646476e-06,1.0800249005543843e-06,8.000184448550994e-06,3.5383435681472217e-06
NM_001129819,CYB5R3,1.2686968012463402e-06,1.291022372942095e-06,9.563128688459963e-06,4.333112852118383e-06
NM_016230,CYB5R4,2.2612100468064383e-06,1.729154377623976e-06,1.2808550945362784e-05,4.7271567117361585e-06
NM_001031672,CYB5RL,1.1426077139955032e-06,1.304769416824188e-06,9.664958643142134e-06,4.088838902676978e-06
NM_000101,CYBA,6.688193934636544e-07,5.402985082870989e-07,4.002211172497029e-06,2.00354914640076e-06
NM_001161454,CYBASC3,9.544756396164619e-07,1.0224304343204912e-06,7.573558772744379e-06,3.8036452032855535e-06
NM_000397,CYBB,2.794045209082419e-06,2.0152724529316465e-06,1.4927944095789974e-05,5.874893525297769e-06
NM_024843,CYBRD1,1.1572226792944046e-06,1.1612715021625812e-06,8.60201112713023e-06,4.050419451364931e-06
NM_001916,CYC1,1.4496162779974346e-06,1.4362623249034278e-06,1.0638980184469835e-05,4.8394944930166275e-06
NM_018947,CYCS,3.4211046283143665e-07,3.610220837070139e-07,2.6742376570889917e-06,1.0670874200130985e-06
NM_014608,CYFIP1,5.793891685111067e-06,6.2206213773186675e-06,4.6078676869027165e-05,2.3254124858733807e-05
NM_001037332,CYFIP2,4.605682951952497e-06,5.614793241669296e-06,4.159106104940219e-05,1.761976046411631e-05
NM_134268,CYGB,8.703048266578037e-07,9.77088200050615e-07,7.237690370745296e-06,3.650059970708614e-06
NM_138496,CYHR1,9.094098416871624e-07,3.8083229374456304e-07,2.82097995366343e-06,1.6853883981266169e-06
NM_021118,CYLC1,2.062852695082429e-06,1.699940686669434e-06,1.25921532345884e-05,4.955642855622974e-06
NM_001340,CYLC2,1.218102955117211e-06,1.133531957132831e-06,8.396533015798749e-06,3.2255219376890835e-06
NM_015247,CYLD,3.6930868101786114e-06,3.2429015813685525e-06,2.402149319532261e-05,1.0111137119549077e-05
NM_001099773,CYP11A1,1.6530563207366436e-06,1.6886271533049881e-06,1.2508349283740653e-05,4.987696282857753e-06
NM_000497,CYP11B1,2.009113967678295e-06,2.4234483515892627e-06,1.7951469271031574e-05,7.850548482379965e-06
NM_000498,CYP11B2,2.12514771879321e-06,2.409537937272309e-06,1.7848429164980066e-05,8.192189693228678e-06
NM_000102,CYP17A1,2.004112824021324e-06,2.0784221806851534e-06,1.5395719856927062e-05,6.691138200458591e-06
NM_031226,CYP19A1,2.094150480089666e-06,2.017129442499048e-06,1.4941699574067022e-05,5.699017623797427e-06
NM_000499,CYP1A1,1.811433422566918e-06,2.1874280076990005e-06,1.6203170427400003e-05,6.175896369491144e-06
NM_000761,CYP1A2,1.8962405902261834e-06,2.4436205486155204e-06,1.8100892952707558e-05,7.774992880159734e-06
NM_000104,CYP1B1,1.6673060099800876e-06,2.8875782936288424e-06,2.1389468841695127e-05,1.141563304618846e-05
NM_177538,CYP20A1,2.189396492636041e-06,1.5496505277167448e-06,1.1478892797901813e-05,4.69569629338359e-06
NM_000500,CYP21A2,1.9102516522652785e-06,2.00878644193113e-06,1.4879899569860221e-05,6.648137604740006e-06
NM_000782,CYP24A1,2.1879046208161104e-06,2.3427921949270603e-06,1.7354016258718964e-05,8.111478100379359e-06
NM_057157,CYP26A1,1.8495809088772538e-06,2.3304176909168854e-06,1.7262353266051003e-05,8.222426499470711e-06
NM_019885,CYP26B1,1.6128708039228588e-06,2.986989998913508e-06,2.212585184380376e-05,1.0944602678150796e-05
NM_183374,CYP26C1,1.5515014048280674e-06,2.4492536757521286e-06,1.8142619820386138e-05,9.80618314321972e-06
NM_000784,CYP27A1,2.469646460476305e-06,2.38140778204316e-06,1.7640057644764146e-05,7.716138244793743e-06
NM_000785,CYP27B1,2.1408147924919713e-06,2.586626773292418e-06,1.9160198320684578e-05,8.480080988896916e-06
NM_001001665,CYP27C1,1.655767777995776e-06,1.7026828766786754e-06,1.2612465753175372e-05,5.691149576288414e-06
NM_000766,CYP2A13,1.901557568015064e-06,2.5300771739686197e-06,1.8741312399767553e-05,8.014934914423117e-06
NM_000762,CYP2A6,1.986424225114744e-06,2.4896240376178624e-06,1.844165953791009e-05,7.741052270741218e-06
NM_000764,CYP2A7,1.9907258613985984e-06,2.3879969539995456e-06,1.768886632592256e-05,7.974436424126813e-06
NM_000767,CYP2B6,2.118553958387587e-06,2.193480452556881e-06,1.6248003352273192e-05,6.302313459908516e-06
NM_000772,CYP2C18,1.76199077439053e-06,1.7299508660268141e-06,1.2814450859457881e-05,4.6526458909990164e-06
NM_000769,CYP2C19,1.6940097346955891e-06,1.8451588836231236e-06,1.3667843582393508e-05,4.84060895610673e-06
NM_001198855,CYP2C8,1.7964525594265027e-06,1.4123221438797095e-06,1.046164551022007e-05,3.8850803037452845e-06
NM_000771,CYP2C9,1.6836481524169776e-06,1.7011153697691197e-06,1.2600854590882368e-05,4.601506077890584e-06
NM_000106,CYP2D6,1.9824826244147244e-06,2.9284227257427674e-06,2.1692020190687164e-05,9.965520801347683e-06
NM_000773,CYP2E1,2.0159026944695657e-06,2.241990502430477e-06,1.6607337055040567e-05,7.54570808545774e-06
NM_000774,CYP2F1,1.8488089345510182e-06,2.6554233418448284e-06,1.9669802532183914e-05,9.434089673230413e-06
NM_000775,CYP2J2,2.0223129118401834e-06,1.949996215494044e-06,1.4444416411066994e-05,6.133381797926234e-06
NM_024514,CYP2R1,2.132126304105668e-06,1.8451588836231236e-06,1.3667843582393508e-05,5.902010801718442e-06
NM_030622,CYP2S1,1.7339135540066819e-06,2.1834023253297995e-06,1.6173350557998512e-05,7.318127976744553e-06
NM_183075,CYP2U1,1.9348745833888137e-06,1.5305015314423045e-06,1.1337048381054107e-05,4.696777641902295e-06
NM_017781,CYP2W1,1.385288576387823e-06,1.8139853215133813e-06,1.3436928307506528e-05,6.648137604740006e-06
NM_016593,CYP39A1,2.0747636311789958e-06,1.5404009170316315e-06,1.141037716319727e-05,4.352111366239773e-06
NM_017460,CYP3A4,2.1365567153925487e-06,1.6620105203511025e-06,1.2311189039637796e-05,4.718456982481569e-06
NM_022820,CYP3A43,2.26623692406188e-06,1.5647096770506709e-06,1.1590442052227191e-05,4.66229769014926e-06
NM_000777,CYP3A5,2.1178995156425695e-06,1.7097545513527927e-06,1.2664848528539205e-05,5.095654806081146e-06
NM_000765,CYP3A7,2.1432692964079216e-06,1.754016879829613e-06,1.2992717628367504e-05,4.9079485344955585e-06
NM_001256497,CYP3A7-CYP3AP1,2.380937579267755e-06,1.8536757500602446e-06,1.3730931481927738e-05,5.148728601405478e-06
NM_006668,CYP46A1,1.982485301896692e-06,1.9931214749677146e-06,1.4763862777538626e-05,6.292163512879858e-06
NM_000778,CYP4A11,2.362881539289413e-06,2.0222449916105864e-06,1.4979592530448785e-05,6.245971525332759e-06
NM_001010969,CYP4A22,2.3328270870724226e-06,2.084652968639625e-06,1.5441873841775e-05,6.287818541180458e-06
NM_001099772,CYP4B1,1.9702521064108467e-06,2.1990432373459186e-06,1.6289209165525323e-05,5.799626158196422e-06
NM_021187,CYP4F11,2.285791580934508e-06,2.4212173007646504e-06,1.793494296862704e-05,7.627812340691601e-06
NM_023944,CYP4F12,2.288735883262251e-06,2.463960654123348e-06,1.8251560400913688e-05,7.606765007662268e-06
NM_001082,CYP4F2,2.158166434561619e-06,2.497662586942009e-06,1.8501204347718584e-05,7.5805374914822e-06
NM_173483,CYP4F22,2.288863624222559e-06,2.751273521487524e-06,2.0379803862870548e-05,7.764258747121103e-06
NM_000896,CYP4F3,2.0259122418475083e-06,2.505150192735329e-06,1.855666809433577e-05,7.530087105475899e-06
NM_007253,CYP4F8,1.7766910396812443e-06,2.5771148205167335e-06,1.9089739411235063e-05,7.791121911130934e-06
NM_207352,CYP4V2,2.2326245498421994e-06,2.1569186642291648e-06,1.5977175290586404e-05,6.613022494817673e-06
NM_178033,CYP4X1,2.1865231418327792e-06,1.932118542731502e-06,1.4311989205418533e-05,5.731918411587632e-06
NM_178134,CYP4Z1,2.1752635035930717e-06,1.8223582973255733e-06,1.3498950350559802e-05,4.831700432460599e-06
NM_000786,CYP51A1,1.9948648484401477e-06,1.9091223788447084e-06,1.4141647250701543e-05,5.232388711124279e-06
NM_000780,CYP7A1,1.8430715321875266e-06,1.825718299091076e-06,1.3523839252526489e-05,5.9033699463988205e-06
NM_004820,CYP7B1,2.161730748607067e-06,1.5550120847745146e-06,1.1518608035366773e-05,4.237405246788005e-06
NM_004391,CYP8B1,1.674220038437236e-06,2.097653584342285e-06,1.553817469883174e-05,5.922430868761306e-06
NM_001554,CYR61,1.5537406691546456e-06,1.8451588836231236e-06,1.3667843582393508e-05,6.861198752817062e-06
NM_001037160,CYS1,4.1966952801782875e-07,3.151619424320392e-07,2.3345329069039938e-06,1.2473835142429433e-06
NM_006639,CYSLTR1,9.217371449299819e-07,1.150889872715593e-06,8.525110168263652e-06,2.991575721530859e-06
NM_020377,CYSLTR2,9.719459515782964e-07,1.1957317702979981e-06,8.857272372577763e-06,3.6999853117285956e-06
NM_032412,CYSTM1,4.216228705155453e-07,3.3499148535227767e-07,2.4814184100168714e-06,1.0841765261531712e-06
NM_004762,CYTH1,2.077170768510807e-06,1.7735105181960852e-06,1.3137114949600631e-05,5.670221181605428e-06
NM_017457,CYTH2,2.0254944575386046e-06,2.0189881432049353e-06,1.4955467727443964e-05,6.419482215080359e-06
NM_004227,CYTH3,1.823065788064822e-06,1.774736039091716e-06,1.3146192882160858e-05,6.353309318517436e-06
NM_013385,CYTH4,2.0553676392471895e-06,2.1044265314009273e-06,1.5588344677043906e-05,7.1581368991147385e-06
NM_004288,CYTIP,1.7922312233727875e-06,1.4472173768659995e-06,1.0720128717525922e-05,4.458615279480711e-06
NM_018659,CYTL1,6.348033935970638e-07,7.25159880110696e-07,5.371554667486637e-06,2.7258377389285337e-06
NM_052954,CYYR1,6.968765174651571e-07,7.704310341052883e-07,5.706896548928061e-06,2.8562748772641048e-06
NM_152783,D2HGDH,1.91010109044004e-06,2.755711626194638e-06,2.0412678712552875e-05,1.15371888082859e-05
NM_014392,D4S234E,6.877192707421952e-07,9.929646061208176e-07,7.355293378672722e-06,3.912010393873506e-06
NM_014992,DAAM1,5.186217738510879e-06,3.971309809166174e-06,2.9417109697527212e-05,1.1633221573175344e-05
NM_015345,DAAM2,3.4873580396883593e-06,4.769070784905159e-06,3.532645025855673e-05,1.2858786926344006e-05
NM_021080,DAB1,2.4164309789808224e-06,2.2188797591272443e-06,1.6436146363905513e-05,7.5805374914822e-06
NM_001343,DAB2,2.801570210835535e-06,2.660931952075394e-06,1.9710607052410326e-05,8.822669282177164e-06
NM_032552,DAB2IP,3.949999500988457e-06,5.474365228553177e-06,4.055085354483835e-05,1.9733312795365048e-05
NM_080759,DACH1,2.3757247583984564e-06,2.4565961591234767e-06,1.8197008586099827e-05,8.45278845160289e-06
NM_001139514,DACH2,2.022481699965167e-06,2.234260298839486e-06,1.6550076287699894e-05,7.117049722679201e-06
NM_016651,DACT1,2.6069623431972664e-06,3.648663133122801e-06,2.7027134319428153e-05,1.4180776099689126e-05
NM_145056,DACT3,1.2816998568576417e-06,6.673194274322278e-07,4.943106869868354e-06,3.006768556972185e-06
NM_001344,DAD1,4.4442502432910795e-07,5.338678505559262e-07,3.9545766707846385e-06,2.3485510240588832e-06
